AKT,MEK1,ERK12,JNK,IKB,p38,HSP27
-0.23956677094997272,-0.5826182950493295,-0.006111552238125206,-0.11003206332115148,1.088828519817934,0.5571313117257581,1.3795872611708249
0.1757899696208909,0.26097829161803376,0.009758991874386225,0.5688376341298496,-0.16580261199677587,-0.19759922308385092,-0.24022059248779187
0.26696323674192296,0.2901764300005228,0.4216815472788996,0.026334618597847845,0.20653726682708118,-0.1233296861396758,-3.5543863218539795
-0.40450951611871955,-0.047591020691969355,-0.7029451061179623,-0.08633644175653249,-0.9665308996473236,-0.04621104591147601,-0.7457156675740053
-0.2733653919814956,0.04872137388220826,-0.6284202032865714,0.13553709118393795,0.6719303401463361,0.13915776472497915,0.15542840126858432
0.16127926623596556,0.01661817511034057,-1.3283324684056548,0.46007517250061414,0.39474017675201084,0.6217128446067278,0.07609112095649112
-0.2853913903650951,-0.5970800898179248,-0.14949390977467175,-0.4600665525844698,-0.2596734947543158,-1.3638759180779156,0.14617923400763122
0.21700331931108893,0.16680689509488358,0.11867906435417645,-0.5900100490909709,0.16464993703194092,-1.714177117539394,0.42476400006987136
-0.7294405443146588,-0.2551941573415717,-0.597206054118061,-0.9025539568718068,-2.303277275472939,-0.027623281298142857,-0.21090588458919957
0.22297161860037398,0.13494642746258229,-0.5615555783172148,-0.15970641945194158,0.8403646447333931,-0.36908703262796083,-0.4310814718588262
-0.29353217466222503,0.10896523793654461,0.15547924856419743,-0.08566659872958768,0.3704253246444216,-0.6506094906018229,-1.489714818458121
-0.09680418576720681,-0.075001706346899,-0.16049755088569434,0.7508043823146997,-0.678007049827107,0.9005319566861674,0.17776456409787036
0.5627724089088388,0.31879647132616606,0.27428710539933904,2.386560254938545,0.8826862235711066,-1.003721315571033,0.11170804866035056
0.15053861310787475,0.037091226925797124,0.4620540313076033,0.29943636624643705,0.06706098846587277,-0.2645146210932801,-1.1293649578837957
-0.016700305274103804,-0.19339148774083859,-0.3927241333970305,-1.4285751132705156,-0.704451793056798,-0.5067893508404019,-0.8621860629542252
0.13636621429682522,0.36040877947214683,0.23430373900748608,0.1737157951346325,1.0317848570905472,0.2888013489189273,1.6014984824392684
0.0040725078480915,-0.5042141578937085,-0.36174064755193047,-0.6305597243021945,-0.29376339154226233,-0.8303358175249225,-1.1942014005099288
0.5242407590964921,0.6146012043622981,1.7668348073994835,0.6830349623838264,0.18034224758110218,-0.5393342080762995,-0.30782418391428323
-0.021837823477929508,0.6902583968581016,0.8207660899481072,0.5179268847684292,0.15554251813468897,0.7021874173267549,0.43633490400341235
0.3737561911502461,0.6400983218399614,0.2535049638985434,1.0171648165233789,-0.32536988943969036,0.6904100631506088,-0.16513515475235685
0.14006648657180876,0.4180840464525969,0.40337520455403386,-0.45077978455840495,-0.18954964468432195,-1.4148851003583383,-1.0156193718242394
0.29574164177457674,1.3348338473348782,0.9168704596856689,0.5799133558378923,0.16205063317917223,-0.05641737864674078,1.0988347059388326
0.019186594981524828,-1.8740215184723223,-1.4993195283437282,-0.20697883479273183,0.20674313264020583,0.11021375939340557,-1.2541829683860053
-0.44863551953362024,-0.11380747449963696,0.42169112993176283,-0.8930483417558934,-1.4545529405364597,0.12346485110166451,-0.5652056940603627
1.3315374833015277,0.2706651713315593,0.1447311026071582,-1.189560725469233,0.20581594096353145,-0.05268217838341986,-0.20227849495355377
-0.09787433474573881,0.28723510197189805,0.5617345923598949,0.0016312167072862205,-0.7506302015647204,0.1647652632044357,-0.09806423601395019
-0.15701745657104246,-0.967172915700029,-1.3088005295828906,-0.004442415130022137,0.040674237611961574,0.13225755919503174,-0.22114712688128954
-0.15024921705049052,0.8533543769841792,0.7004910955505015,0.03814274543281543,-0.10573532107290366,-0.6131672549887119,0.007403390983468261
-0.05977604405032933,-0.3862654565360018,-0.05803532103745451,-0.4303362698083236,-1.2735363410424778,-0.004388344368506651,0.5294267054741744
-0.49539685435985104,-0.3721007355790861,-0.40663303702172127,-0.1920233838957758,-0.3139126456380557,0.40689194574572757,-0.4575242215599118
0.03154406474725906,0.11356717598202255,-0.2802761217465409,0.8744988139868517,0.308844818722223,0.5820292577236142,0.4678123898700036
-0.20971452297899235,0.7371807252520263,1.7755842652599374,-0.40217227352420015,-0.9281834762777406,0.7142947975770405,0.7965724834040953
-0.21430772853917562,-1.0597546684917225,-0.4546172128901152,0.4491816041660962,0.9399860962464545,-0.5606920576078609,-1.3964880337682568
-1.7612655841103728,-1.2888719880541444,-0.9971278101705948,-0.930828499516333,-1.3071529239410578,-0.452642249964892,-1.9621781722439537
-0.09744470355805815,-0.17524751865837151,0.517945501569231,0.16807206034739608,-0.2783677161332789,0.07209441731351322,0.1387778474913964
-0.6212799051902551,-0.6557676324242737,-0.3853721347823065,0.7737028346767961,0.5048141010910623,2.421073718577379,0.2166483580309726
-0.04937300189848002,-0.12184248833134523,0.0020684064261720786,-0.9398595222377891,-0.28876988161550654,0.06885150805354229,-0.3803905382905521
-0.28032289997915416,-0.4732324104549206,-0.5199700518345439,-0.43497032331878804,-0.8448447882601876,-0.3720786154387164,-0.649282118099075
